time,msenconds,signal,signal_copy
00:03:25.511260,29.607,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:25.612367,29.708,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:25.712651,29.808,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:25.812610,29.908,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:25.912005,30.008,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.013889,30.110,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.112403,30.208,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.212543,30.308,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.313998,30.410,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.413303,30.509,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.513487,30.609,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.613817,30.710,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.713841,30.810,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.814729,30.911,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:26.914517,31.010,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.014211,31.110,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.115619,31.211,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.215741,31.312,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.316910,31.413,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.415817,31.512,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.516205,31.612,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.616109,31.712,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.716275,31.812,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.815470,31.911,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:27.914529,32.010,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.016341,32.112,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.116056,32.212,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.217636,32.313,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.316850,32.413,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.417815,32.514,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.518270,32.614,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.618099,32.714,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.719231,32.815,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.818666,32.915,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:28.918001,33.014,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.018740,33.115,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.119678,33.216,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.219533,33.315,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.319929,33.416,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.421118,33.517,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.520159,33.616,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.620454,33.716,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.719902,33.816,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.819749,33.916,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:29.920114,34.016,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.021136,34.117,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.120797,34.217,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.221302,34.317,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.322194,34.418,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.422657,34.519,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.523074,34.619,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.622504,34.718,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.722133,34.818,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.822742,34.919,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:30.922607,35.018,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.023375,35.119,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.123876,35.220,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.222985,35.319,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.322237,35.418,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.422419,35.518,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.523245,35.619,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.623941,35.720,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.724693,35.821,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.824413,35.920,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:31.924281,36.020,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.024756,36.121,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.125781,36.222,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.222938,36.319,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.323769,36.420,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.426307,36.522,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.525428,36.621,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.624925,36.721,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.726032,36.822,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.826249,36.922,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:32.926496,37.022,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.026597,37.122,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.126769,37.223,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.226893,37.323,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.326816,37.423,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.427064,37.523,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.527680,37.624,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.627065,37.723,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.729561,37.825,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.830407,37.926,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:33.928630,38.024,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.028826,38.125,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.128745,38.225,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.230186,38.326,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.329234,38.425,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.430365,38.526,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.529482,38.625,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.630529,38.726,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.730218,38.826,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.832181,38.928,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:34.929333,39.025,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.030967,39.127,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.130470,39.226,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.229755,39.326,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.330760,39.427,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.431276,39.527,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.531801,39.628,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.632777,39.729,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.731862,39.828,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.831888,39.928,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:35.933146,40.029,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.033553,40.129,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.134258,40.230,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.232564,40.328,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.333650,40.429,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.433354,40.529,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.533851,40.630,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.633761,40.730,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.733907,40.830,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.833470,40.929,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:36.934407,41.030,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.034122,41.130,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.134848,41.231,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.234679,41.331,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.335399,41.431,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.436285,41.532,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.536255,41.632,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.635617,41.731,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.735541,41.831,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.837190,41.933,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:37.936666,42.033,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.037635,42.133,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.137316,42.233,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.237918,42.334,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.336698,42.433,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.437556,42.533,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.538198,42.634,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.637310,42.733,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.738780,42.835,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.839206,42.935,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:38.937880,43.034,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.038681,43.135,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.139050,43.235,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.238605,43.334,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.338601,43.434,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.439639,43.535,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.539182,43.635,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.639182,43.735,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.739165,43.835,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.839810,43.936,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:39.940182,44.036,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.040105,44.136,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.140081,44.236,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.240589,44.336,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.340838,44.437,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.439228,44.535,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.541158,44.637,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.641626,44.737,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.741788,44.838,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.843695,44.940,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:40.943001,45.039,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.043072,45.139,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.143396,45.239,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.242515,45.338,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.342946,45.439,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.443826,45.540,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.544825,45.641,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.645305,45.741,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.743646,45.839,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.843875,45.940,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:41.944093,46.040,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.044363,46.140,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.144957,46.241,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.244936,46.341,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.344854,46.441,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.445931,46.542,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.544936,46.641,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.645854,46.742,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.746568,46.842,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.846717,46.943,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:42.947738,47.044,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.048148,47.144,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.147223,47.243,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.246187,47.342,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.346861,47.443,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.446553,47.542,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.548363,47.644,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.648208,47.744,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.747619,47.843,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.848695,47.945,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:43.949341,48.045,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.048116,48.144,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.149233,48.245,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.249096,48.345,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.348473,48.444,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.449363,48.545,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.549569,48.645,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.650136,48.746,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.751582,48.847,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.850398,48.946,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:44.949943,49.046,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.049906,49.146,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.150533,49.246,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.251047,49.347,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.351115,49.447,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.449119,49.545,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.551416,49.647,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.651331,49.747,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.751565,49.847,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.851281,49.947,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:45.952555,50.048,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.052778,50.149,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.152764,50.249,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.253528,50.349,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.352365,50.448,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.453185,50.549,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.553885,50.650,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.654056,50.750,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.754921,50.851,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.854858,50.951,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:46.954720,51.051,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.055026,51.151,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.154468,51.250,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.255026,51.351,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.355743,51.452,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.454824,51.551,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.554769,51.651,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.654913,51.751,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.755389,51.851,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.856185,51.952,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:47.955708,52.052,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.054988,52.151,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.157421,52.253,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.257807,52.354,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.356324,52.452,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.458064,52.554,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.558001,52.654,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.657402,52.753,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.758432,52.854,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.858412,52.954,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:48.957574,53.053,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.058824,53.155,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.159426,53.255,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.259287,53.355,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.359456,53.455,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.457927,53.554,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.558797,53.655,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.660800,53.757,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.760458,53.856,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.859830,53.956,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:49.961917,54.058,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.060379,54.156,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.161681,54.258,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.262186,54.358,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.362949,54.459,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.461921,54.558,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.561160,54.657,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.662309,54.758,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.761838,54.858,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.863102,54.959,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:50.962240,55.058,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.062658,55.159,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.162558,55.258,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.263052,55.359,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.363295,55.459,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.463133,55.559,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.562909,55.659,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.664249,55.760,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.764013,55.860,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.863400,55.959,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:51.963316,56.059,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.065400,56.161,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.164578,56.260,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.265849,56.362,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.365202,56.461,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.465585,56.561,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.566358,56.662,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.667737,56.764,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.766646,56.862,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.865701,56.962,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:52.966092,57.062,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.066029,57.162,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.166139,57.262,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.266674,57.363,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.367164,57.463,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.466566,57.562,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.567347,57.663,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.666700,57.763,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.767936,57.864,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.869297,57.965,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:53.968783,58.065,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.068529,58.164,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.169109,58.265,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.269456,58.365,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.369818,58.466,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.469781,58.566,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.569595,58.665,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.669895,58.766,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.770136,58.866,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.869661,58.966,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:54.970115,59.066,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:55.070359,59.166,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
00:03:55.170191,59.266,CdcBokgChrgSts:Not req,"CdcBokgChrgSts
Not req"
